# arcade-merge-cards reviewed pairs — generated 2026-08-19
# system	srcCollapseKey	dstCollapseKey	signals	# srcTitle => dstTitle
ngpc	shinkisekaievolutionhateshinaidungeon	evolutioneternaldungeons	lb-alias	# Shinki Sekai Evolution - Hateshinai Dungeon => Evolution - Eternal Dungeons
ngpc	snkvscapcomgekitotsucardfighterscapcomsupporterversion	snkvscapcomcardfightersclashcapcomversion	lb-alias	# SNK vs. Capcom - Gekitotsu Card Fighters - Capcom Supporter Version => SNK vs. Capcom - Card Fighters' Clash - Capcom Version
ngpc	snkvscapcomgekitotsucardfighterssnksupporterversion	snkvscapcomcardfightersclashsnkversion	lb-alias	# SNK vs. Capcom - Gekitotsu Card Fighters - SNK Supporter Version => SNK vs. Capcom - Card Fighters' Clash - SNK Version
ngpc	tsunagetepon2	puzzlelink2	lb-alias,ra	# Tsunagete Pon! 2 => Puzzle Link 2
pce	choueiyuudensetsudynastichero	dynastichero	lb-alias	# Chou Eiyuu Densetsu - Dynastic Hero => The Dynastic Hero
pce	daisenpuucustom	daisenpuu	igdb	# Daisenpuu Custom => Daisenpuu
pce	dragonslayereiyuudensetsu	dragonslayerlegendofheroes	lb-alias	# Dragon Slayer - Eiyuu Densetsu => Dragon Slayer - The Legend of Heroes
pce	godzillabakutouretsuden	godzilla	lb-alias	# Godzilla - Bakutou Retsuden => Godzilla
pce	magicalsaurustour	magicaldinosaurtour	lb-alias	# Magical Saurus Tour => Magical Dinosaur Tour
pce	pcgenjin3pithecanthropuscomputerurus	bonkiiibonksbigadventure	lb-alias	# PC Genjin 3 - Pithecanthropus Computerurus => Bonk III - Bonk's Big Adventure
pce	pcgenjinpithecanthropuscomputerurus	bonksadventure	lb-alias	# PC Genjin - Pithecanthropus Computerurus => Bonk's Adventure
pce	pompingworld	busterbros	lb-alias	# Pomping World => Buster Bros.
pce	shapeshiftermakaieiyuuden	shapeshifter	lb-alias	# Shapeshifter - Makai Eiyuu Den => Shape Shifter
pce	sherlockholmesnotanteikouza	sherlockholmesconsultingdetective	lb-alias	# Sherlock Holmes No Tantei Kouza => Sherlock Holmes Consulting Detective
pce	sherlockholmesnotanteikouzaii	sherlockholmesconsultingdetectivevolumeii	lb-alias	# Sherlock Holmes No Tantei Kouza II => Sherlock Holmes Consulting Detective Volume II
pce	superairzonk	cddenjinrockabillytengoku	lb-alias	# Super Air Zonk => CD Denjin Rockabilly Tengoku
pce	terraforming	sydmeadsterraforming	lb-alias	# Terraforming => Syd Mead's Terra Forming
pce	valisiifantasmsoldier	valisii	igdb	# Valis II - The Fantasm Soldier => Valis II
pce	windsofthunder	lordsofthunder	lb-alias	# Winds of Thunder => Lords of Thunder
ps1	1xtreme	espnextremegames	lb-alias	# 1Xtreme => ESPN Extreme Games
ps1	abegogo	oddworldabesoddysee	lb-alias	# Abe a Go Go => Oddworld - Abe's Oddysee
ps1	alundra2	alundra2newlegendbegins	igdb	# Alundra 2 => Alundra 2 - A New Legend Begins
ps1	battlesugorokuhunter	battlehunter	lb-alias	# Battle Sugoroku - The Hunter => Battle Hunter
ps1	bloodfactory	loaded	lb-alias	# Blood Factory => Loaded
ps1	bugi	kenseisacredfist	lb-alias	# Bugi => Kensei - Sacred Fist
ps1	ddrdmp	dancedancerevolutiondisneymix	ra	# Ddrdmp => Dance Dance Revolution - Disney Mix
ps1	digimontamersbattleevolution	digimonrumblearena	lb-alias	# Digimon Tamers - Battle Evolution => Digimon Rumble Arena
ps1	disneypixartoystory2buzzlightyeartorescue	disneypixarstoystory2buzzlightyeartorescue	lb-alias	# Disney-Pixar Toy Story 2 - Buzz Lightyear to the Rescue! => Disney-Pixar's Toy Story 2 - Buzz Lightyear to the Rescue!
ps1	dodgedeball	xsjuniorleaguedodgeball	lb-alias	# Dodge De Ball! => XS Junior League Dodgeball
ps1	driver	driveryouarewheelman	igdb,lb-alias	# Driver => Driver - You Are the Wheelman
ps1	dynamiteboxing	contender	lb-alias	# Dynamite Boxing => Contender
ps1	elanplus	elan	igdb	# Elan Plus => Elan
ps1	epicastella	vanguardbandits	lb-alias	# Epica Stella => Vanguard Bandits
ps1	excitingbass	fishermansbaitbasschallenge	lb-alias	# Exciting Bass => Fisherman's Bait - A Bass Challenge
ps1	excitingbass2	fishermansbait2bigolbass	lb-alias	# Exciting Bass 2 => Fisherman's Bait 2 - Big Ol' Bass
ps1	fisheyesii	reelfishingii	lb-alias	# Fish Eyes II => Reel Fishing II
ps1	fuujinryouikieretzvaju	evilzone	lb-alias	# Fuujin Ryouiki Eretzvaju => Evil Zone
ps1	hellokittyscubedecute	hellokittycubefrenzy	lb-alias	# Hello Kitty's Cube De Cute => Hello Kitty - Cube Frenzy
ps1	henryexplorers	cryptkiller	lb-alias	# Henry Explorers => Crypt Killer
ps1	hoshigamishizumiyukuaokidaichi	hoshigamiruiningblueearth	lb-alias	# Hoshigami - Shizumiyuku Aoki Daichi => Hoshigami - Ruining Blue Earth
ps1	inuyashasengokuotogigassen	inuyashafeudalfairytale	lb-alias	# Inuyasha - Sengoku Otogi Gassen => InuYasha - A Feudal Fairy Tale
ps1	kainvampire	bloodomenlegacyofkain	lb-alias	# Kain the Vampire => Blood Omen - Legacy of Kain
ps1	killerbass	monsterbass	lb-alias	# Killer Bass => Monster Bass
ps1	knightandbaby	guardianscrusade	lb-alias	# Knight & Baby => Guardian's Crusade
ps1	kukuroseatoroeternaleyes	eternaleyes	lb-alias	# Kukuro Sea Toro - Eternal Eyes => Eternal Eyes
ps1	legaiadensetsu	legendoflegaia	lb-alias	# Legaia Densetsu => Legend of Legaia
ps1	lunar2eternalblue	lunar2eternalbluecomplete	igdb,lb-alias	# Lunar 2 - Eternal Blue => Lunar 2 - Eternal Blue Complete
ps1	marvelvscapcomclashofsuperheroesexedition	marvelvscapcomclashofsuperheroes	lb-alias	# Marvel vs. Capcom - Clash of the Super Heroes - Ex Edition => Marvel vs. Capcom - Clash of Super Heroes
ps1	metalfist	fightingforce	lb-alias	# Metal Fist => Fighting Force
ps1	nuclearstrikelostmissions	nuclearstrike	lb-alias	# Nuclear Strike - The Lost Missions => Nuclear Strike
ps1	oretomba	tomba	lb-alias,ra	# Ore! Tomba => Tomba!
ps1	powershovelninorou	powershovel	igdb,lb-alias	# Power Shovel Ni Norou!! => Power Shovel
ps1	puzzlebobble4	bustmove4	lb-alias	# Puzzle Bobble 4 => Bust-A-Move 4
ps1	revolutionxmusicisweapon	revolutionx	lb-alias	# Revolution X - Music Is the Weapon => Revolution X
ps1	rockmanx6	megamanx6	lb-alias	# Rockman X6 => Mega Man X6
ps1	sabanspowerrangerslightspeedrescue	powerrangerslightspeedrescue	lb-alias	# Saban's Power Rangers - Lightspeed Rescue => Power Rangers - Lightspeed Rescue
ps1	sabanspowerrangerstimeforce	powerrangerstimeforce	lb-alias,ra	# Saban's Power Rangers - Time Force => Power Rangers - Time Force
ps1	sabanspowerrangerszeofulltiltbattlepinball	powerrangerszeofulltiltbattlepinball	lb-alias	# Saban's Power Rangers Zeo - Full Tilt Battle Pinball => Power Rangers Zeo - Full Tilt Battle Pinball
ps1	sangokushivi	romanceofthreekingdomsviawakeningofdragon	lb-alias	# Sangokushi VI => Romance of the Three Kingdoms VI - Awakening of the Dragon
ps1	silent1	silenthill	ra	# Silent1 => Silent Hill
ps1	silhouettemiragereprogrammedhope	silhouettemirage	lb-alias	# Silhouette Mirage - Reprogrammed Hope => Silhouette Mirage
ps1	spaceinvadersx	spaceinvaders	lb-alias	# Space Invaders X => Space Invaders
ps1	tacticsogreletusclingtogether	tacticsogre	igdb,lb-alias	# Tactics Ogre - Let Us Cling Together => Tactics Ogre
ps1	tamamayumonogataridennoubijutsukan	jadecocoonstoryoftamamayu	lb-alias	# Tamamayu Monogatari - Dennou Bijutsukan => Jade Cocoon - Story of the Tamamayu
ps1	tenantwars	boardgametopshop	lb-alias	# Tenant Wars => Board Game - Top Shop
ps1	tocatouringcarchampionship	tocachampionshipracing	lb-alias	# Toca Touring Car Championship => TOCA Championship Racing
ps1	worlddestructionleaguewarjetz	warjetz	lb-alias	# World Destruction League - Warjetz => WarJetz
ps2	magixmusicmakerrocksyourconsole	magixmusicmaker	lb-alias	# MAGIX Music Maker - Rocks Your Console => MAGIX Music Maker
saturn	aishogi	aishougi	lb-alias	# Ai Shogi => Ai Shougi
saturn	akumajoudraculaxgekkanoyasoukyoku	akumajodraculaxgekkanoyasoukyoku	lb-alias,ra	# Akumajou Dracula X - Gekka No Yasoukyoku => Akumajo Dracula X - Gekka No Yasoukyoku
saturn	albertodysseygaidenlegendofeldean	albertodysseylegendofeldean	lb-alias	# Albert Odyssey Gaiden - Legend of Eldean => Albert Odyssey - Legend of Eldean
saturn	anearthfantasystoriesfirstvolume	anearthfantasystories	igdb	# Anearth Fantasy Stories - The First Volume => Anearth Fantasy Stories
saturn	astalkisuisyoudensetuasutaru	astal	lb-alias	# Astal - Kisuisyoudensetu Asutaru => Astal
saturn	azelpanzerdragoonrpg	panzerdragoonsaga	lb-alias	# Azel - Panzer Dragoon Rpg => Panzer Dragoon Saga
saturn	bakubakuanimalsekaishiikugakarisenshuken	bakubaku	lb-alias	# Baku Baku Animal - Sekai Shiiku Gakari Senshuken => Baku Baku
saturn	bloodfactory	loaded	lb-alias	# Blood Factory => Loaded
saturn	chibimarukochannotaisenpazurudama	chibimarukochannotaisenpuzzledama	lb-alias	# Chibi Maruko-Chan No Taisen Pazurudama => Chibi Maruko-Chan No Taisen Puzzledama
saturn	clockworkknightpepperouchaunodaiboukenjoukan	clockworkknight	lb-alias	# Clockwork Knight - Pepperouchau No Daibouken Joukan => Clockwork Knight
saturn	crocpaupauisland	croclegendofgobbos	lb-alias,ra	# Croc ~pau-Pau Island~ => Croc - Legend of the Gobbos
saturn	cubebattlerstoryofshou	cubebattlerdebuggershouhen	lb-alias	# Cube Battler Story of Shou => Cube Battler - Debugger Shouhen
saturn	darksaviorjapan	darksavior	ra	# Darksaviorjapan => Dark Savior
saturn	darksaviorusa	darksavior	ra	# Darksaviorusa => Dark Savior
saturn	darkseed2	darkseedii	lb-alias	# Dark Seed 2 => Dark Seed II
saturn	daytonausacircuitedition	daytonausachampionshipcircuitedition	lb-alias	# Daytona Usa - Circuit Edition => Daytona Usa - Championship Circuit Edition
saturn	ddisk1	d	ra	# Ddisk1 => D
saturn	ddisk2	d	ra	# Ddisk2 => D
saturn	decathleteforseganet	decathlete	lb-alias	# Decathlete for Seganet => Decathlete
saturn	deepfear1	deepfear	ra	# Deepfear1 => Deep Fear
saturn	deepfear2	deepfear	ra	# Deepfear2 => Deep Fear
saturn	detanatwinbeeyahhodeluxepack	detanatwinbeeyahoodeluxepack	lb-alias	# Detana Twinbee Yahho ! Deluxe Pack => Detana Twinbee Yahoo! Deluxe Pack
saturn	dnoshokutaku	d	lb-alias	# D No Shokutaku => D
saturn	dragonballzshinbutouden	dragonballzshinbutohden	ra	# Dragon Ball Z - Shinbutouden => Dragon Ball Z - Shinbutohden
saturn	dragonforceiikamisarishidaichini	dragonforceii	igdb	# Dragon Force II - Kamisarishi Daichi Ni => Dragon Force II
saturn	duke3dusa	dukenukem3d	ra	# Duke3dusa => Duke Nukem 3d
saturn	dxnippontokkyuuryokougameletstravelinjapan	dxnippontokkyuuryokougame	igdb	# DX Nippon Tokkyuu Ryokou Game - Let's Travel in Japan => DX Nippon Tokkyuu Ryokou Game
saturn	emitvol2inochigakenotabi	emitvol2	igdb	# Emit Vol 2 - Inochigake No Tabi => Emit Vol 2
saturn	fifadiewmqualifikation98	fifaroadtoworldcup98	lb-alias	# Fifa Die Wm-Qualifikation 98 => Fifa - Road to World Cup 98
saturn	fifaenroutepourlacoupedumonde98	fifaroadtoworldcup98	lb-alias	# Fifa En Route Pour La Coupe Du Monde 98 => Fifa - Road to World Cup 98
saturn	fifarumboalmundial98	fifaroadtoworldcup98	lb-alias	# Fifa Rumbo Al Mundial 98 => Fifa - Road to World Cup 98
saturn	galaxyfightuniversalwarriors	galaxyfight	igdb,lb-alias	# Galaxy Fight - Universal Warriors => Galaxy Fight
saturn	granchaser	cyberspeedway	lb-alias	# Gran Chaser => Cyber Speedway
saturn	hardcore4x4	dekayonkutoughtruck	lb-alias	# Hardcore 4x4 => Deka Yonku - Tough the Truck
saturn	henryexplorers	cryptkiller	lb-alias	# Henry Explorer's => Crypt Killer
saturn	hypergolfdevilscourse	valoravalleygolf	lb-alias	# The Hyper Golf - Devil's Course => Valora Valley Golf
saturn	interactivemovieactionthunderstormandroadblaster	thunderstormandroadblaster	lb-alias	# Interactive Movie Action - Thunder Storm & Road Blaster => Thunder Storm & Road Blaster
saturn	jikuutanteidd	jikuutanteiddmaboroshinolorelei	igdb	# Jikuu Tantei DD => Jikuu Tantei DD - Maboroshi No Lorelei
saturn	johnnybazooka	johnnybazookatone	lb-alias	# Johnny Bazooka => Johnny Bazookatone
saturn	kaiteidaisensou	inhunt	lb-alias	# Kaitei Daisensou => In the Hunt
saturn	kisuishoudensetsuastal	astal	lb-alias	# Kisuishou Densetsu Astal => Astal
saturn	lastbronxusa	lastbronx	ra	# Lastbronxusa => Last Bronx
saturn	lunarsilverstarstorympegban	lunarsilverstarstorycomplete	lb-alias	# Lunar Silver Star Story Mpeg Ban => Lunar: Silver Star Story Complete
saturn	magicalhoppers	pandemonium	lb-alias	# Magical Hoppers => Pandemonium!
saturn	massdestructionotousannimodekirusoft	massdestruction	lb-alias	# Mass Destruction ~otousan Ni Mo Dekiru Soft~ => Mass Destruction
saturn	mktrilogyusa	mortalkombattrilogy	ra	# Mk Trilogy Usa => Mortal Kombat Trilogy
saturn	mobilesuitgundamsidestory2	kidousenshigundamgaideniiaoouketsugumono	ra	# Mobile Suit Gundam Side Story 2 => Kidou Senshi Gundam Gaiden II - Ao O Uketsugu Mono
saturn	mobilesuitgundamsidestory3	kidousenshigundamgaideniiisabakareshimono	ra	# Mobile Suit Gundam Side Story 3 => Kidou Senshi Gundam Gaiden III - Sabakareshi Mono
saturn	mok	amok	lb-alias	# A+m+o+k => Amok
saturn	mysterymansiondashausderverlorenenseelen	mansionofhiddensouls	lb-alias	# Mystery Mansion - Das Haus Der Verlorenen Seelen => Mansion of Hidden Souls
saturn	nbajamte	nbajamtournamentedition	lb-alias	# Nbajamte => Nba Jam Tournament Edition
saturn	neongenesisevangeliondigitalcardlibrary	shinseikievangeliondigitalcardlibrary	lb-alias	# Neon Genesis Evangelion - Digital Card Library => Shinseiki Evangelion Digital Card Library
saturn	neongenesisevangelionkoutetsunogirlfriend	shinseikievangelionkoutetsunogirlfriend	lb-alias	# Neon Genesis - Evangelion - Koutetsu No Girlfriend => Shinseiki Evangelion Koutetsu No Girlfriend
saturn	oraclenohouseki	jewelsoforacle	lb-alias	# Oracle No Houseki => Jewels of the Oracle
saturn	outlawsoflostdynasty	darklegend	lb-alias	# Outlaws of the Lost Dynasty => Dark Legend
saturn	pebblebeachgolflinksstadlernichousen	pebblebeachgolflinks	igdb,lb-alias	# Pebble Beach Golf Links - Stadler Ni Chousen => Pebble Beach Golf Links
saturn	popoittohebereke	heberekespopoitto	lb-alias	# Popoitto Hebereke => Heberekes Popoitto
saturn	prikuraprincessclaradaisakusen	purikuradaisakusen	lb-alias	# Prikura - Princess Clara Daisakusen => Purikura Daisakusen
saturn	pukunpajoshikouseinohoukago	joshikouseinohoukagopukunpa	lb-alias	# Pukunpa - Joshikousei No Houkago... => Joshikousei No Houkago Pukunpa
saturn	quiznanairodreams	quiznanairodreamsnijiirochounokiseki	igdb	# Quiz Nanairo Dreams => Quiz Nanairo Dreams - Nijiirochou No Kiseki
saturn	resurrectionrise2	rise2resurrection	lb-alias	# Resurrection Rise 2 => Rise 2 Resurrection
saturn	revolutionxmusicisweapon	revolutionx	lb-alias	# Revolution X - Music Is the Weapon => Revolution X
saturn	riglordsaga	mystariarealmsoflore	lb-alias	# Riglordsaga => Mystaria - The Realms of Lore
saturn	rockmanx3	megamanx3	lb-alias	# Rockman X3 => Megaman X3
saturn	ryuutekigosennendragonsofchina	ryuutekigosennen	igdb	# Ryuuteki Gosennen - Dragons of China => Ryuuteki Gosennen
saturn	sakurataisenhanagumitaisencolumns	hanagumitaisencolumns	lb-alias	# Sakura Taisen - Hanagumi Taisen Columns => Hanagumi Taisen Columns
saturn	satcroc	croclegendofgobbos	ra	# Sat-Croc => Croc - Legend of the Gobbos
saturn	sath3dpball	hyper3dpinball	ra	# Sat-H3dpball => Hyper 3d Pinball
saturn	satnightsintodreamsredumpusa	nightsintodreams	ra	# Sat-Nights into Dreams...-Redump-Usa => Nights into Dreams
saturn	satresidentevil	residentevil	ra	# Sat-Residentevil => Resident Evil
saturn	satvirtuacopusa	virtuacop	ra	# Sat-Virtua Cop-Usa => Virtua Cop
saturn	satvrvirtualracingusa	virtuaracing	reviewed-flip	# Sat-Vr Virtual Racing-Usa => Virtua Racing
saturn	segainternationalvictorygoal	worldwidesoccersegainternationalvictorygoaledition	lb-alias	# Sega International Victory Goal => Worldwide Soccer - Sega International Victory Goal Edition
saturn	segarally	segarallychampionship	lb-alias	# Segarally => Sega Rally Championship
saturn	segaworldwidesoccer98	worldwidesoccer98	lb-alias	# Sega Worldwide Soccer '98 => Worldwide Soccer '98
saturn	segaworldwidesoccer98clubedition	worldwidesoccer98	lb-alias	# Sega Worldwide Soccer '98 Club Edition => Worldwide Soccer '98
saturn	sfa2	streetfighteralpha2	ra	# Sfa2 => Street Fighter Alpha2
saturn	sfm	streetfightermovie	ra	# Sfm => Street Fighter: The Movie
saturn	shiningforce31	shiningforce3scenario1	ra	# Shining Force 3 1 => Shining Force 3 Scenario 1
saturn	shiningforceiiiscenario1	shiningforce3scenario1	ra	# Shining Force III - Scenario 1 => Shining Force 3 Scenario 1
saturn	shiningforceiiiscenario1outonokyoshin	shiningforce3scenario1	ra	# Shining Force III - Scenario 1 - Outo No Kyoshin => Shining Force 3 Scenario 1
saturn	shiningholyarc	shiningholyark	ra	# Shining the Holy Arc => Shining the Holy Ark
saturn	shinobix	shinobilegions	lb-alias,ra	# Shinobi X => Shinobi Legions
saturn	shinouken	ragnagard	lb-alias	# Shin Ou Ken => Ragnagard
saturn	shinsetsuyumemiyakatatobiranookunidarekaga	mansionofhiddensouls	lb-alias	# Shinsetsu Yumemi Yakata - Tobira No Oku Ni Darekaga... => Mansion of Hidden Souls
saturn	shinshinobiden	shinobilegions	lb-alias	# Shin Shinobi Den => Shinobi Legions
saturn	slamnjam96	slamnjam96featuringmagicandkareem	igdb	# Slam N' Jam 96 => Slam 'n Jam '96 Featuring Magic & Kareem
saturn	slayersroyale	slayersroyal	igdb	# Slayers Royale => Slayers Royal
saturn	sonicrusa	sonicr	ra	# Sonic R Usa => Sonic R
saturn	streetracerextra	streetracer	lb-alias	# Street Racer Extra => Street Racer
saturn	thorseireioukiden	legendofoasis	lb-alias	# Thor - Seireioukiden => Legend of Oasis, The
saturn	thunderhawk2	firestormthunderhawk2	lb-alias	# Thunderhawk 2 => Firestorm Thunderhawk 2
saturn	thunderhawk2firestorm	firestormthunderhawk2	lb-alias	# Thunderhawk 2 Firestorm => Firestorm Thunderhawk 2
saturn	timewarnerinteractivesvrvirtuaracing	virtuaracing	reviewed-flip	# Time Warner Interactives Vr Virtua Racing => Virtua Racing
saturn	tokimekimemorialtaisenpazurudama	tokimekimemorialtaisenpuzzledama	lb-alias	# Tokimeki Memorial Taisen Pazurudama => Tokimeki Memorial Taisen Puzzledama
saturn	torico	gekkamugentantorico	lb-alias	# Torico => Gekka Mugentan Torico
saturn	vampirehunterdarkstalkersrevenge	nightwarriorsdarkstalkersrevenge	lb-alias	# Vampire Hunter - Darkstalkers Revenge => Night Warriors - Darkstalkers' Revenge
saturn	vandalheartsushinawaretakodaibunmei	vandalhearts	igdb	# Vandal Hearts - Ushinawareta Kodai Bunmei => Vandal Hearts
saturn	wingarms	wingarmskareinarugekitsuiou	lb-alias	# Wingarms => Wing Arms - Karei Naru Gekitsui Ou
saturn	winningpost	winningpostex	lb-alias	# Winningpost => Winning Post Ex
saturn	worldadvanceddaisenryakusakusenfile	worldadvanceddaisenryaku	igdb	# World Advanced Daisenryaku - Sakusen File => World Advanced Daisenryaku
saturn	worldcupfrance98roadtowin	worldcup98franceroadtowin	lb-alias	# World Cup France '98 - Road to Win => World Cup 98 France - Road to Win
saturn	worldcupgolfinhyattdoradobeach	worldcupgolfprofessionaledition	lb-alias	# World Cup Golf - In Hyatt Dorado Beach => World Cup Golf: Professional Edition
saturn	wormssegasaturnt16403h	worms	ra	# Worms - Sega Saturn T-16403h => Worms
saturn	wwfinyrhouse	wwfinyourhouse	ra	# Wwfinyrhouse => Wwf in Your House
saturn	xmencotasegasaturnt8108h	xmenchildrenofatom	ra	# Xmen-Cota - Sega-Saturn T-8108h => X-Men - Children of the Atom
saturn	zennihonprowresfeaturingvirtua	alljapanprowrestlingfeaturingvirtua	lb-alias	# Zen Nihon Pro Wres Featuring Virtua => All Japan Pro Wrestling Featuring Virtua
segacd	cdsonichedgehog	soniccd	lb-alias	# CD Sonic the Hedgehog => Sonic CD
segacd	darkwizardyomigaerishiyaminomadoushi	darkwizard	lb-alias	# Dark Wizard - Yomigaeri Shiyami No Madoushi => Dark Wizard
segacd	denninalestenobunagaandhisninjaforce	roboaleste	lb-alias	# Dennin Aleste - Nobunaga and His Ninja Force => Robo Aleste
segacd	fifainternationalsoccerchampionshipedition	fifainternationalsoccer	lb-alias	# Fifa International Soccer - Championship Edition => Fifa International Soccer
segacd	garoudensetsuspecial	fatalfuryspecial	lb-alias	# Garou Densetsu Special => Fatal Fury Special
segacd	iiirdworldwar	thirdworldwar	lb-alias	# The Iiird World War => The Third World War
segacd	kamenriderzo	maskedriderkamenriderzo	lb-alias	# Kamen Rider Zo => The Masked Rider - Kamen Rider Zo
segacd	keiouyuugekitai	keioflyingsquadron	lb-alias	# Keiou Yuugekitai => Keio Flying Squadron
segacd	lethalenforcersiiwestern	lethalenforcersiigunfighters	lb-alias	# Lethal Enforcers II - The Western => Lethal Enforcers II - Gun Fighters
segacd	mickeymania	mickeymaniatimelessadventuresofmickeymouse	lb-alias	# Mickey Mania => Mickey Mania - Timeless Adventures of Mickey Mouse
segacd	nhlhockey94	nhl94	lb-alias	# Nhl Hockey '94 => Nhl '94
segacd	riseofdragonbladehuntermystery	riseofdragon	lb-alias	# Rise of the Dragon - A Blade Hunter Mystery => Rise of the Dragon
segacd	roadblasterfx	roadavenger	lb-alias	# Road Blaster Fx => Road Avenger
segacd	segaclassicarcadecollectionlimitededition	segaclassicsarcadecollection	lb-alias	# Sega Classic Arcade Collection - Limited Edition => Sega Classics Arcade Collection
segacd	shadowofbeastiijuushinnojubaku	shadowofbeastii	lb-alias	# Shadow of the Beast II - Juushin No Jubaku => Shadow of the Beast II
segacd	starwarschess	softwaretoolworksstarwarschess	lb-alias	# Star Wars Chess => The Software Toolworks' Star Wars Chess
segacd	supremewarrioryingheung	supremewarrior	lb-alias	# Supreme Warrior - Ying Heung => Supreme Warrior
segacd	thunderhawk	ah3thunderstrike	lb-alias	# Thunderhawk => Ah3 - Thunderstrike
segacd	thunderstormfx	cobracommand	lb-alias	# Thunder Storm Fx => Cobra Command
segacd	vayryuuseinoyoroi	vay	lb-alias	# Vay - Ryuusei No Yoroi => Vay
segacd	yumemimysterymansion	mansionofhiddensouls	lb-alias	# Yumemi Mystery Mansion => Mansion of Hidden Souls
segacd	yumemiyakatanomonogatari	mansionofhiddensouls	lb-alias	# Yumemi Yakata No Monogatari => Mansion of Hidden Souls
sg1000	jamesbond007	007jamesbond	lb-alias,ra	# James Bond 007 => 007 James Bond
sg1000	pitfalliilostcaverns	pitfallii	igdb	# Pitfall II - The Lost Caverns => Pitfall II
sms	alexkiddnomiracleworld	alexkiddinmiracleworld	lb-alias,ra	# Alex Kidd no Miracle World => Alex Kidd in Miracle World
sms	ancientysvanishedomen	ysvanishedomens	lb-alias	# Ancient Ys Vanished Omen => Ys - The Vanished Omens
sms	anmitsuhime	alexkiddhightechworld	lb-alias,ra	# Anmitsu Hime => Alex Kidd - High-Tech World
sms	astroflash	transbot	lb-alias	# Astro Flash => TransBot
sms	chouonsenshiborgman	cyborghunter	lb-alias	# Chouon Senshi Borgman => Cyborg Hunter
sms	circuit	worldgrandprix	lb-alias	# The Circuit => World Grand Prix
sms	dinosaurdooley	agigongnyongdooly	lb-alias	# The Dinosaur Dooley => Agigongnyong Dooly
sms	dokidokipenguinlanduchuudaibouken	penguinland	lb-alias	# Doki Doki Penguin Land - Uchuu Daibouken => Penguin Land
sms	doubletargetcynthianonemuri	quartet	lb-alias	# Double Target - Cynthia no Nemuri => Quartet
sms	f16fighter	f16fightingfalcon	lb-alias	# F-16 Fighter => F-16 Fighting Falcon
sms	finalbubblebobble	bubblebobble	lb-alias	# Final Bubble Bobble => Bubble Bobble
sms	georgeforemanskoboxing	jamesbusterdouglasknockoutboxing	lb-alias	# George Foreman's KO Boxing => James 'Buster' Douglas Knockout Boxing
sms	greattennis	supertennis	lb-alias	# Great Tennis => Super Tennis
sms	hajanofuuin	miraclewarriorssealofdarklord	lb-alias	# Haja no Fuuin => Miracle Warriors - Seal of the Dark Lord
sms	heavyweightchamp	jamesbusterdouglasknockoutboxing	lb-alias	# Heavyweight Champ => James 'Buster' Douglas Knockout Boxing
sms	hwaranguigeom	kenseiden	lb-alias	# Hwarang Ui Geom => Kenseiden
sms	makairetsuden	kungfukid	lb-alias	# Makai Retsuden => Kung Fu Kid
sms	opaopa	fantasyzonemaze	lb-alias	# Opa Opa => Fantasy Zone - The Maze
sms	seishunscandal	myhero	lb-alias	# Seishun Scandal => My Hero
sms	superwonderboymonsterworld	wonderboyinmonsterland	lb-alias	# Super Wonder Boy - Monster World => Wonder Boy in Monster Land
sms	teddyboyblues	teddyboy	lb-alias	# Teddy Boy Blues => Teddy Boy
sms	ttoriuimoheom	myhero	lb-alias	# Ttoriui Moheom => My Hero
sms	worldsoccer	sportspadsoccer	lb-alias	# World Soccer => Sports Pad Soccer
snes	actraiser2chinmokuenoseisen	actraiser2	lb-alias,ra	# ActRaiser 2 - Chinmoku e no Seisen => ActRaiser 2
snes	adventuresofrocketeer	rocketeer	lb-alias	# The Adventures of the Rocketeer => The Rocketeer
snes	akumajoudraculaxx	castlevaniadraculax	lb-alias,ra	# Akumajou Dracula XX => Castlevania - Dracula X
snes	allamericanchampionshipfootball	sportsillustratedchampionshipfootballandbaseball	lb-alias	# All-American Championship Football => Sports Illustrated Championship Football & Baseball
snes	animalburandenbrutal	brutalpawsoffury	lb-alias	# Animal Buranden - Brutal => Brutal - Paws of Fury
snes	anotherworld	outofthisworld	lb-alias	# Another World => Out of this World
snes	aqutallion	tecmosecretofstars	lb-alias	# Aqutallion => Tecmo Secret of the Stars
snes	battletech3050	mechwarrior3050	lb-alias	# BattleTech 3050 => MechWarrior 3050
snes	bijotoyajuu	beautyandbeast	lb-alias	# Bijo to Yajuu => Beauty and the Beast
snes	blackthornefukushuunokurokitoge	blackthorne	lb-alias	# Blackthorne - Fukushuu no Kuroki Toge => Blackthorne
snes	blazeon	blazeonbiocyborgchallenge	igdb,lb-alias	# BlaZeon => BlaZeon - The Bio-Cyborg Challenge
snes	bonkershollywooddaisakusen	bonkers	lb-alias	# Bonkers - Hollywood Daisakusen! => Bonkers
snes	breathoffireiishimeinoko	breathoffireii	igdb,lb-alias,ra	# Breath of Fire II - Shimei no Ko => Breath of Fire II
snes	breathoffireryuunosenshi	breathoffire	igdb,lb-alias	# Breath of Fire - Ryuu no Senshi => Breath of Fire
snes	bugsbunnyhachamechadaibouken	bugsbunnyrabbitrampage	lb-alias	# Bugs Bunny - Hachamecha Daibouken => Bugs Bunny - Rabbit Rampage
